Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_Status,Housing_Type,Age,Employed_Year,Work_Phone,Phone,Email_Id,Type_Occupation,Family_Members,Label
F,N,Y,0,112500.0,Working,Secondary,Married,Municipal apartment,57.0,11.0,0,0,0,Others,2,0
F,N,N,0,157500.0,Working,Higher education,Separated,House,48.0,9.0,0,0,0,Medicine staff,1,0
M,Y,N,0,202500.0,State servant,Secondary,Married,House,32.0,12.0,1,1,0,Core staff,2,0
F,N,Y,0,99000.0,Pensioner,Secondary,Married,House,66.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,162000.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,225000.0,Pensioner,Secondary,Separated,House,58.0,-0.0,0,1,0,Others,1,0
F,Y,N,0,225000.0,Working,Secondary,Married,House,51.0,1.0,0,0,0,Laborers,2,0
F,N,Y,0,72000.0,Working,Secondary,Widow,House,55.0,6.0,1,1,0,Cleaning staff,1,0
M,N,N,1,315000.0,Commercial associate,Higher education,Married,House,51.0,1.0,0,1,0,Others,3,0
F,N,Y,0,167400.0,Pensioner,Secondary,Married,House,53.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,180000.0,Pensioner,Secondary,Widow,House,64.0,-0.0,0,0,0,Others,1,0
M,N,Y,0,135000.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,0,0,Others,2,0
F,Y,N,0,99000.0,Working,Secondary,Married,House,41.0,13.0,1,1,0,Core staff,2,0
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House,34.0,1.0,0,0,0,Core staff,3,0
F,N,Y,0,90000.0,Working,Secondary,Civil marriage,With parents,40.0,1.0,1,1,0,Sales staff,2,0
F,Y,N,1,360000.0,Working,Higher education,Widow,House,46.0,12.0,0,0,1,Managers,2,0
F,N,Y,0,247500.0,Pensioner,Secondary,Single,House,64.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,225000.0,Working,Secondary,Married,House,65.0,14.0,0,0,0,Medicine staff,2,0
F,N,Y,0,67500.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House,63.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,90000.0,Working,Secondary,Separated,House,53.0,10.0,0,0,0,Others,1,0
F,N,Y,1,90000.0,Commercial associate,Secondary,Married,House,28.0,6.0,0,1,0,Private service staff,3,0
F,Y,Y,0,225000.0,Pensioner,Secondary,Married,House,62.0,-0.0,0,0,0,Others,2,0
M,Y,N,1,112500.0,Working,Secondary,Married,House,40.0,1.0,0,1,0,Laborers,3,0
F,N,Y,0,112500.0,Pensioner,Secondary,Married,House,62.0,-0.0,0,0,0,Others,2,0
M,Y,Y,2,315000.0,Commercial associate,Secondary,Married,House,42.0,17.0,0,0,0,Drivers,4,0
F,Y,Y,1,135000.0,Working,Secondary,Married,With parents,29.0,1.0,0,0,0,Private service staff,3,0
F,N,Y,0,90000.0,Working,Higher education,Married,House,52.0,5.0,0,0,0,Sales staff,2,0
F,N,Y,1,270000.0,Working,Secondary,Married,House,58.0,11.0,0,0,0,Core staff,3,0
F,N,N,1,180000.0,Commercial associate,Secondary,Married,House,42.0,10.0,0,0,0,Sales staff,3,0
F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House,27.0,8.0,1,0,1,Core staff,3,0
F,N,Y,0,243000.0,Commercial associate,Secondary,Married,With parents,47.0,10.0,0,0,0,Laborers,2,0
M,Y,Y,0,225000.0,Working,Secondary,Single,House,27.0,4.0,0,0,0,Others,1,0
F,N,Y,0,112500.0,Pensioner,Higher education,Married,House,61.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,180000.0,Working,Secondary,Civil marriage,House,55.0,10.0,0,0,0,Laborers,2,0
F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House,32.0,1.0,1,1,0,Core staff,4,0
F,Y,Y,0,121500.0,State servant,Secondary,Married,House,55.0,9.0,1,0,0,Others,2,0
M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,30.0,1.0,0,1,0,Laborers,3,0
F,N,Y,0,180000.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,0,0,Others,2,0
F,N,N,0,90000.0,State servant,Secondary,Married,House,26.0,5.0,0,1,0,Others,2,0
F,N,N,1,135000.0,Working,Secondary,Married,House,40.0,5.0,0,1,0,Laborers,3,0
M,Y,Y,0,247500.0,Working,Secondary,Married,House,30.0,10.0,1,0,0,Laborers,2,0
F,N,N,1,76500.0,Working,Secondary,Married,House,28.0,3.0,1,0,0,Sales staff,3,0
M,Y,Y,0,202500.0,Working,Secondary,Married,House,48.0,5.0,0,0,0,Core staff,2,0
F,N,Y,0,157500.0,Pensioner,Secondary,Widow,House,59.0,-0.0,0,0,0,Others,1,0
F,Y,Y,1,225000.0,Working,Higher education,Married,House,39.0,5.0,1,1,0,High skill tech staff,3,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House,29.0,3.0,0,0,0,Others,2,0
F,N,Y,0,283500.0,Working,Secondary,Married,House,50.0,2.0,0,0,0,Sales staff,2,0
F,Y,Y,0,90000.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,0,0,Others,1,0
F,Y,Y,0,252000.0,Working,Secondary,Married,House,49.0,4.0,0,0,0,Medicine staff,2,0
F,Y,Y,0,315000.0,Pensioner,Secondary,Single,House,58.0,-0.0,0,0,0,Others,1,0
F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House,39.0,11.0,0,0,0,Sales staff,2,0
F,N,Y,0,270000.0,Pensioner,Secondary,Widow,House,58.0,-0.0,0,1,0,Others,1,0
M,Y,Y,0,180000.0,Working,Secondary,Married,House,54.0,9.0,0,0,0,Others,2,0
M,Y,N,0,306000.0,Working,Secondary,Married,House,44.0,5.0,0,0,0,Managers,2,0
F,N,N,2,180000.0,Commercial associate,Secondary,Married,House,38.0,4.0,1,0,0,Accountants,4,0
F,N,Y,1,36000.0,Working,Secondary,Married,House,34.0,4.0,0,1,0,Core staff,3,0
M,Y,Y,1,112500.0,Working,Secondary,Married,House,31.0,2.0,0,0,0,Laborers,3,0
M,Y,N,0,292500.0,Commercial associate,Secondary,Married,House,58.0,8.0,0,0,0,Others,2,0
F,Y,Y,0,180000.0,Working,Secondary,Married,House,33.0,3.0,0,0,0,Medicine staff,2,0
F,N,Y,2,202500.0,Working,Higher education,Married,House,31.0,7.0,0,0,1,Core staff,4,0
M,Y,N,1,315000.0,State servant,Secondary,Married,House,37.0,10.0,0,0,1,High skill tech staff,3,0
F,N,N,0,135000.0,Working,Secondary,Married,With parents,34.0,3.0,0,0,0,Others,2,0
F,N,N,2,337500.0,Working,Secondary,Married,House,31.0,6.0,0,0,0,Core staff,4,0
F,N,N,1,157500.0,Working,Secondary,Single,Municipal apartment,35.0,15.0,0,0,0,Core staff,2,0
F,Y,Y,0,360000.0,Commercial associate,Secondary,Married,House,53.0,10.0,0,0,0,Sales staff,2,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House,41.0,13.0,0,0,0,Managers,3,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House,30.0,2.0,0,0,0,Drivers,2,0
M,N,Y,0,157500.0,Working,Incomplete higher,Married,House,38.0,2.0,1,1,0,Others,2,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,25.0,3.0,1,0,0,Drivers,2,0
F,Y,Y,0,139500.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,0,Others,2,0
F,N,N,0,135000.0,Working,Secondary,Single,House,32.0,13.0,0,0,0,Others,1,0
F,Y,Y,1,133650.0,Commercial associate,Secondary,Married,House,40.0,6.0,0,0,0,Others,3,0
F,Y,Y,1,81000.0,Working,Higher education,Married,House,30.0,4.0,1,1,0,Core staff,3,0
F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House,31.0,2.0,0,0,0,Accountants,3,0
F,N,Y,0,126000.0,Working,Secondary,Married,House,63.0,7.0,1,1,0,High skill tech staff,2,0
M,Y,N,2,135000.0,Working,Higher education,Married,House,35.0,5.0,0,0,0,Core staff,4,0
F,N,N,0,94500.0,Working,Secondary,Married,House,46.0,5.0,0,0,0,Waiters,2,0
F,Y,Y,1,180000.0,Working,Higher education,Separated,House,52.0,17.0,0,0,0,Managers,2,0
F,N,N,0,157500.0,Working,Secondary,Married,House,52.0,9.0,1,0,0,Cooking staff,2,0
M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House,38.0,8.0,0,0,0,Drivers,2,0
F,N,N,1,202500.0,Working,Secondary,Married,House,33.0,10.0,0,0,0,Managers,3,0
F,N,N,0,117000.0,Working,Secondary,Married,House,57.0,7.0,0,0,0,Others,2,0
M,N,Y,0,247500.0,Working,Incomplete higher,Married,House,26.0,2.0,0,0,0,Core staff,2,0
F,N,Y,0,180000.0,Pensioner,Secondary,Single,House,65.0,-0.0,0,0,0,Others,1,0
M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House,43.0,19.0,0,0,0,Others,3,0
F,N,Y,2,180000.0,Commercial associate,Secondary,Married,House,29.0,2.0,0,0,1,High skill tech staff,4,0
F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,37.0,1.0,0,0,0,Accountants,2,0
F,N,N,0,135000.0,Pensioner,Secondary,Married,House,55.0,-0.0,0,0,0,Others,2,0
M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House,60.0,-0.0,0,0,0,Others,2,0
F,N,N,1,90000.0,Working,Secondary,Married,With parents,29.0,5.0,0,0,0,Laborers,3,0
M,Y,Y,0,247500.0,Working,Higher education,Married,House,36.0,8.0,0,0,0,Managers,2,0
M,Y,N,0,99000.0,State servant,Secondary,Married,House,54.0,2.0,1,1,0,Core staff,2,0
M,Y,N,0,247500.0,Commercial associate,Secondary,Married,House,48.0,4.0,0,0,0,Drivers,2,0
M,Y,N,1,202500.0,State servant,Higher education,Married,House,37.0,7.0,0,0,0,Others,3,0
F,N,Y,2,90000.0,Working,Secondary,Married,House,33.0,2.0,0,0,0,Others,4,0
F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House,32.0,1.0,1,1,0,Core staff,4,0
F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House,26.0,5.0,1,1,0,Others,2,0
F,N,N,2,121500.0,Working,Higher education,Married,House,33.0,2.0,0,0,0,HR staff,4,0
F,N,Y,0,135000.0,Working,Secondary,Single,House,49.0,6.0,1,0,0,Laborers,1,0
F,N,N,0,180000.0,State servant,Secondary,Widow,House,50.0,1.0,1,1,0,Laborers,1,0
M,Y,Y,0,126000.0,Pensioner,Secondary,Married,House,54.0,-0.0,0,0,0,Others,2,0
M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,39.0,2.0,0,0,0,Drivers,4,0
M,Y,Y,0,157500.0,Commercial associate,Secondary,Married,House,56.0,19.0,0,0,0,Laborers,2,0
M,Y,Y,3,270000.0,Working,Secondary,Married,House,37.0,2.0,1,0,0,Laborers,5,0
F,Y,Y,1,261000.0,State servant,Higher education,Married,House,42.0,5.0,0,0,0,Managers,3,0
F,Y,Y,2,135000.0,State servant,Secondary,Married,House,40.0,17.0,1,0,0,Core staff,4,0
M,Y,Y,0,202500.0,Working,Secondary,Married,House,36.0,3.0,1,1,0,Drivers,2,0
F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House,65.0,-0.0,0,0,0,Others,2,0
M,N,Y,1,103500.0,Working,Secondary,Married,House,33.0,2.0,1,0,0,Laborers,3,0
M,Y,Y,0,135000.0,Working,Secondary,Married,House,48.0,8.0,0,1,0,Core staff,2,0
M,N,N,1,135000.0,Working,Secondary,Married,House,28.0,3.0,0,0,0,Laborers,3,0
F,N,N,0,112500.0,Working,Higher education,Single,With parents,31.0,1.0,1,1,0,High skill tech staff,1,0
M,N,Y,1,231750.0,Working,Secondary,Married,House,40.0,1.0,0,0,0,Others,3,0
F,Y,Y,0,202500.0,Working,Higher education,Widow,House,33.0,5.0,0,0,0,Managers,1,0
M,Y,Y,0,247500.0,Working,Secondary,Married,House,43.0,4.0,1,1,0,Drivers,2,0
F,N,Y,0,135000.0,State servant,Higher education,Single,Municipal apartment,30.0,6.0,0,0,0,Core staff,1,0
F,N,N,0,135000.0,Working,Secondary,Married,House,32.0,2.0,0,1,0,Sales staff,2,0
F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,0,0,Others,1,0
M,Y,Y,0,117000.0,Commercial associate,Secondary,Married,House,53.0,3.0,0,0,0,Laborers,2,0
M,N,Y,0,112500.0,Working,Secondary,Married,House,51.0,6.0,1,1,0,Low-skill Laborers,2,0
F,N,Y,0,135000.0,Working,Incomplete higher,Single,House,30.0,2.0,0,0,0,Secretaries,1,0
F,N,Y,0,103500.0,Pensioner,Secondary,Widow,House,66.0,-0.0,0,0,0,Others,1,0
F,N,N,0,315000.0,Commercial associate,Secondary,Separated,House,49.0,9.0,1,1,1,Private service staff,1,0
F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,23.0,2.0,1,0,1,Sales staff,2,0
F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House,34.0,7.0,0,0,1,Others,5,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,28.0,6.0,0,0,1,Laborers,2,0
F,N,Y,0,157500.0,Working,Secondary,Married,House,40.0,13.0,1,1,0,Laborers,2,0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House,45.0,1.0,1,1,1,Sales staff,2,0
F,N,Y,0,247500.0,Working,Higher education,Married,House,61.0,2.0,0,0,1,Managers,2,0
F,N,Y,0,247500.0,Pensioner,Secondary,Single,House,64.0,-0.0,0,0,0,Others,1,0
F,N,N,1,112500.0,Commercial associate,Secondary,Married,House,26.0,7.0,0,0,0,High skill tech staff,3,0
M,N,Y,0,90900.0,Pensioner,Secondary,Married,House,61.0,-0.0,0,1,0,Others,2,0
F,Y,N,3,112500.0,Working,Secondary,Married,House,33.0,11.0,1,1,0,Others,5,0
F,Y,Y,0,45900.0,Pensioner,Secondary,Widow,House,56.0,-0.0,0,1,0,Others,1,0
M,N,Y,1,126000.0,Working,Secondary,Civil marriage,House,34.0,1.0,0,1,0,Others,3,0
F,N,Y,0,103500.0,Working,Incomplete higher,Married,House,33.0,13.0,0,0,0,Laborers,2,0
F,N,Y,1,119250.0,Working,Secondary,Married,House,44.0,13.0,1,1,0,Core staff,3,0
M,Y,N,2,202500.0,Working,Higher education,Married,House,33.0,2.0,0,0,0,Drivers,4,0
F,N,Y,1,157500.0,Working,Secondary,Married,House,40.0,11.0,0,0,0,Core staff,3,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House,32.0,7.0,0,0,1,Accountants,2,0
F,N,Y,1,315000.0,Working,Higher education,Married,House,32.0,4.0,0,0,0,Managers,3,0
M,N,N,1,270000.0,Commercial associate,Secondary,Married,House,38.0,15.0,1,1,0,Drivers,3,0
M,N,Y,0,162000.0,Working,Secondary,Single,House,32.0,2.0,0,0,0,Security staff,1,0
M,Y,N,0,270000.0,Working,Incomplete higher,Married,House,33.0,3.0,1,1,1,Laborers,2,0
F,N,Y,2,112500.0,Working,Incomplete higher,Married,House,30.0,6.0,0,0,0,Core staff,4,0
F,N,Y,0,58500.0,Pensioner,Secondary,Single,House,69.0,-0.0,0,1,0,Others,1,0
F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House,40.0,18.0,0,1,0,Medicine staff,1,0
M,N,Y,0,270000.0,Working,Secondary,Married,House,45.0,3.0,0,1,0,Laborers,2,0
F,Y,Y,1,270000.0,Working,Higher education,Separated,House,39.0,1.0,0,1,1,Sales staff,2,0
F,Y,Y,0,99000.0,Pensioner,Secondary,Civil marriage,House,59.0,-0.0,0,0,0,Others,2,0
F,N,Y,1,315000.0,Working,Higher education,Separated,House,44.0,14.0,1,1,0,Private service staff,2,0
F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House,40.0,7.0,0,0,1,Core staff,3,0
F,N,Y,0,180000.0,Working,Secondary,Married,House,27.0,4.0,0,0,1,Sales staff,2,0
F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,41.0,13.0,1,1,0,Laborers,2,0
F,Y,N,0,180000.0,Pensioner,Secondary,Widow,House,56.0,-0.0,0,1,0,Others,1,0
F,N,N,2,144000.0,Working,Secondary,Married,House,47.0,14.0,0,0,0,Medicine staff,4,0
F,N,Y,0,270000.0,Working,Secondary,Single,House,36.0,3.0,0,0,0,Core staff,1,0
M,N,N,0,148500.0,Working,Secondary,Single,Municipal apartment,39.0,4.0,0,0,1,Laborers,1,0
F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House,38.0,18.0,0,1,0,Medicine staff,4,0
F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House,25.0,3.0,0,0,1,Sales staff,2,0
F,N,Y,0,148500.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
F,N,N,0,99000.0,Working,Secondary,Married,With parents,54.0,15.0,1,0,0,Medicine staff,2,0
F,N,Y,0,315000.0,Pensioner,Secondary,Widow,House,63.0,-0.0,0,1,0,Others,1,0
F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House,42.0,1.0,0,0,0,Accountants,3,0
F,N,Y,0,202500.0,Commercial associate,Secondary,Widow,House,48.0,16.0,0,0,0,Managers,1,0
F,Y,Y,0,225000.0,Working,Higher education,Single,House,27.0,2.0,0,1,1,Others,1,0
F,N,Y,0,292500.0,Working,Higher education,Married,House,58.0,14.0,0,0,0,Core staff,2,0
F,N,Y,0,67500.0,Pensioner,Higher education,Single,Municipal apartment,65.0,-0.0,0,0,1,Others,1,0
F,N,N,0,157500.0,Working,Higher education,Separated,House,48.0,9.0,0,0,0,Medicine staff,1,0
F,N,Y,0,67500.0,Working,Higher education,Married,House,39.0,5.0,0,0,0,Core staff,2,0
F,N,Y,0,144000.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,0,0,Others,2,0
F,Y,Y,0,90000.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,112500.0,Working,Secondary,Separated,House,54.0,6.0,1,0,0,Cleaning staff,1,0
F,N,Y,0,112500.0,Working,Secondary,Single,House,28.0,3.0,0,0,0,Laborers,1,0
M,Y,N,0,360000.0,State servant,Higher education,Married,House,28.0,6.0,0,0,0,Others,2,0
F,N,Y,1,112500.0,Working,Higher education,Single,House,42.0,4.0,0,0,0,Core staff,2,0
M,N,Y,0,225000.0,Working,Secondary,Civil marriage,House,29.0,4.0,0,0,0,Managers,2,0
F,Y,Y,0,112500.0,Pensioner,Secondary,Married,House,55.0,-0.0,0,1,0,Others,2,0
M,Y,Y,0,202500.0,State servant,Secondary,Married,House,41.0,7.0,0,0,0,Core staff,2,0
M,N,N,1,225000.0,Commercial associate,Secondary,Married,With parents,49.0,6.0,0,0,0,Drivers,3,0
M,Y,Y,2,112500.0,Working,Secondary,Married,House,34.0,3.0,0,0,0,Laborers,4,0
M,Y,Y,1,202500.0,Commercial associate,Secondary,Civil marriage,House,34.0,7.0,0,0,0,High skill tech staff,3,0
M,Y,N,0,328500.0,Working,Higher education,Married,House,41.0,8.0,1,1,0,Others,2,0
M,N,Y,2,112500.0,Commercial associate,Secondary,Married,House,30.0,4.0,1,0,0,Laborers,4,0
M,Y,Y,0,202500.0,Working,Secondary,Married,House,55.0,1.0,0,1,0,Laborers,2,0
M,Y,Y,0,135000.0,Working,Secondary,Married,House,29.0,3.0,0,0,1,Sales staff,2,0
F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House,43.0,7.0,0,0,1,Secretaries,4,0
M,Y,Y,0,157500.0,Working,Secondary,Married,House,32.0,7.0,1,1,0,Drivers,2,0
F,Y,Y,0,103500.0,Pensioner,Secondary,Married,House,60.0,-0.0,0,1,0,Others,2,0
M,Y,Y,0,90000.0,Working,Secondary,Married,House,55.0,3.0,1,1,0,Core staff,2,0
M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House,38.0,9.0,0,0,0,Managers,2,0
F,N,Y,0,202500.0,Pensioner,Secondary,Married,House,60.0,-0.0,0,0,0,Others,2,0
M,Y,N,0,225000.0,Working,Secondary,Married,House,30.0,4.0,0,0,0,Others,2,0
M,Y,Y,0,72000.0,Working,Higher education,Married,House,60.0,2.0,0,0,0,Security staff,2,0
M,Y,N,2,202500.0,Working,Secondary,Married,House,44.0,11.0,0,0,0,Laborers,4,0
F,Y,Y,1,247500.0,Working,Secondary,Civil marriage,House,47.0,4.0,0,0,1,Laborers,3,0
M,Y,N,0,157500.0,State servant,Secondary,Married,House,41.0,9.0,1,0,0,Others,2,0
F,N,N,0,225000.0,State servant,Secondary,Married,With parents,34.0,1.0,0,1,0,Medicine staff,2,0
M,N,N,0,112500.0,Commercial associate,Secondary,Single,Municipal apartment,44.0,1.0,0,1,0,Laborers,1,0
M,Y,Y,1,180000.0,Commercial associate,Secondary,Married,House,28.0,1.0,0,0,0,Drivers,3,0
F,N,N,1,108000.0,Working,Secondary,Separated,House,40.0,12.0,0,1,0,Others,2,0
F,Y,N,0,202500.0,Commercial associate,Secondary,Civil marriage,With parents,39.0,15.0,0,1,0,Others,2,0
M,N,Y,0,157500.0,Commercial associate,Secondary,Married,House,58.0,4.0,0,1,0,Laborers,2,0
F,N,Y,1,90000.0,Working,Secondary,Separated,With parents,37.0,3.0,0,1,1,Sales staff,2,0
M,N,N,2,225000.0,Working,Higher education,Civil marriage,House,46.0,9.0,1,0,0,Laborers,4,0
F,N,Y,0,90000.0,Working,Secondary,Single,House,41.0,2.0,0,0,0,Others,1,0
F,N,N,0,72000.0,Working,Secondary,Single,House,52.0,5.0,1,0,0,Cleaning staff,1,0
M,Y,Y,14,225000.0,Working,Secondary,Separated,House,49.0,5.0,0,0,0,Drivers,15,0
M,N,Y,0,157500.0,Working,Secondary,Married,House,27.0,9.0,0,0,1,Laborers,2,0
M,N,Y,0,360000.0,Commercial associate,Secondary,Married,House,35.0,12.0,0,0,0,Managers,2,0
F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,33.0,1.0,0,1,0,Sales staff,2,0
F,N,Y,0,157500.0,Commercial associate,Secondary,Married,House,42.0,13.0,0,0,0,Laborers,2,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House,50.0,4.0,0,0,0,Laborers,2,0
F,Y,Y,2,315000.0,State servant,Secondary,Married,House,34.0,4.0,0,0,0,Managers,4,0
F,Y,N,0,135000.0,Working,Secondary,Married,House,50.0,2.0,0,0,0,Others,2,0
F,N,Y,0,180000.0,State servant,Higher education,Married,House,48.0,4.0,0,0,0,Core staff,2,0
M,Y,N,0,157500.0,Working,Secondary,Separated,House,47.0,2.0,0,1,0,Security staff,1,0
F,Y,Y,1,234000.0,Working,Secondary,Single,House,57.0,8.0,0,0,0,Others,2,0
F,Y,Y,0,99000.0,Pensioner,Secondary,Civil marriage,House,59.0,-0.0,0,0,0,Others,2,0
M,Y,N,0,225000.0,Commercial associate,Secondary,Married,House,50.0,12.0,1,0,0,Drivers,2,0
M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House,35.0,10.0,0,0,0,Others,3,0
F,N,N,0,198000.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,1,0,Others,1,0
F,N,Y,0,90000.0,Commercial associate,Secondary,Married,House,54.0,8.0,0,0,0,Laborers,2,0
F,N,Y,0,247500.0,Pensioner,Higher education,Married,House,61.0,-0.0,0,0,0,Others,2,0
F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,33.0,8.0,0,0,0,Others,3,0
F,N,N,1,112500.0,Commercial associate,Higher education,Married,House,44.0,7.0,1,1,0,Managers,3,0
F,Y,N,1,225000.0,Working,Higher education,Single,With parents,38.0,15.0,0,0,0,Laborers,2,0
F,Y,Y,1,225000.0,Commercial associate,Secondary,Separated,House,30.0,4.0,0,0,0,Managers,2,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,56.0,9.0,1,1,0,Managers,2,0
M,N,Y,0,112500.0,Working,Secondary,Civil marriage,House,49.0,1.0,0,0,0,Security staff,2,0
F,Y,Y,0,112500.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,0,Others,2,0
M,Y,N,0,180000.0,Commercial associate,Secondary,Married,Municipal apartment,27.0,9.0,1,0,0,Others,2,0
F,N,Y,2,112500.0,Working,Secondary,Married,House,36.0,7.0,0,0,0,Laborers,4,0
F,N,N,0,117000.0,Working,Secondary,Married,Municipal apartment,37.0,4.0,0,0,0,Sales staff,2,0
M,Y,N,2,270000.0,Working,Higher education,Married,House,33.0,9.0,0,1,0,Others,4,0
F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House,32.0,3.0,1,1,1,High skill tech staff,2,0
M,Y,Y,1,157500.0,Working,Secondary,Married,House,32.0,6.0,0,0,0,Others,3,0
F,Y,Y,0,243000.0,Working,Secondary,Single,House,41.0,6.0,0,0,0,Sales staff,1,0
M,N,N,0,121500.0,State servant,Incomplete higher,Single,House,25.0,5.0,1,0,0,Laborers,1,0
M,N,Y,1,135000.0,Working,Secondary,Married,House,33.0,2.0,0,0,0,Laborers,3,0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single,House,44.0,7.0,0,1,0,Sales staff,1,0
M,Y,Y,2,225000.0,Working,Higher education,Married,House,37.0,3.0,0,0,0,Drivers,4,0
M,Y,N,0,112500.0,State servant,Secondary,Married,House,54.0,7.0,0,0,0,Laborers,2,0
F,N,Y,0,157500.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,1,0,Others,2,0
M,Y,N,0,202500.0,Pensioner,Higher education,Married,House,56.0,-0.0,0,0,0,Others,2,0
F,N,Y,1,337500.0,Working,Secondary,Civil marriage,House,49.0,13.0,1,1,0,Laborers,3,0
F,N,N,1,103500.0,Working,Secondary,Married,House,33.0,4.0,0,0,0,Sales staff,3,0
F,Y,Y,0,99000.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,0,Others,2,0
F,Y,N,1,67500.0,State servant,Secondary,Married,House,42.0,4.0,0,0,0,Core staff,3,0
F,N,Y,0,112500.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,270000.0,Working,Secondary,Single,House,36.0,3.0,0,0,0,Core staff,1,0
M,N,Y,1,315000.0,Commercial associate,Secondary,Married,House,34.0,11.0,0,0,0,Core staff,3,0
F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House,62.0,-0.0,0,0,0,Others,2,0
M,Y,N,1,180000.0,Working,Higher education,Married,House,31.0,1.0,0,0,0,Drivers,3,0
F,N,Y,0,225000.0,Working,Incomplete higher,Married,House,34.0,1.0,0,0,1,Managers,2,0
F,N,N,1,85500.0,Working,Secondary,Civil marriage,House,28.0,3.0,1,0,0,Accountants,3,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,44.0,9.0,0,0,0,Others,2,0
F,Y,Y,1,119700.0,Working,Higher education,Married,House,36.0,10.0,0,1,0,Others,3,0
M,N,Y,0,112500.0,Working,Secondary,Married,House,54.0,10.0,0,0,0,Drivers,2,0
F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House,37.0,4.0,0,0,0,Accountants,4,0
F,N,Y,2,216000.0,State servant,Higher education,Married,House,43.0,9.0,0,0,1,Others,4,0
F,N,Y,0,90000.0,State servant,Secondary,Married,House,48.0,1.0,0,0,0,Others,2,0
F,N,N,1,108000.0,Commercial associate,Secondary,Married,House,42.0,2.0,0,0,0,Medicine staff,3,0
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House,62.0,-0.0,0,0,0,Others,2,0
